,Type,Name,Age,Breed1,Breed2,Gender,Color1,Color2,Color3,MaturitySize,FurLength,Vaccinated,Dewormed,Sterilized,Health,Quantity,Fee,VideoAmt,Description,PhotoAmt,AdoptionSpeed
8667,1,0,1,307,307,3,1,2,7,2,1,2,2,2,1,5,0,0,413,11,3
8668,1,0,48,206,0,2,2,0,0,2,2,1,1,2,1,1,0,0,1235,1,4
8669,2,0,2,265,0,3,7,0,0,2,2,1,1,2,1,6,0,0,198,7,3
8670,2,0,5,266,0,1,1,2,0,3,3,2,2,2,1,1,50,0,12,6,4
8671,2,0,2,265,0,3,1,6,7,2,2,2,2,2,1,2,0,0,578,1,2
8672,1,0,1,307,0,2,2,7,0,2,2,2,2,2,1,1,0,0,512,3,2
8673,1,0,3,307,0,1,1,0,0,2,1,2,2,2,1,2,0,0,255,8,2
8674,2,0,2,299,0,2,1,7,0,2,1,2,1,2,1,1,0,0,3,1,2
8675,1,0,3,307,0,2,2,0,0,2,1,1,1,2,1,1,0,0,760,10,3
8676,1,0,3,307,0,3,1,0,0,2,1,2,2,2,1,3,0,0,480,1,2
8677,2,0,29,266,0,2,2,7,0,2,1,3,3,2,1,1,0,0,79,3,4
8678,1,0,5,141,218,2,5,7,0,2,1,1,1,1,1,1,0,0,147,5,2
8679,1,0,5,307,0,2,1,2,7,2,1,1,1,2,1,6,72,0,1380,20,4
8680,2,0,5,266,0,1,1,0,0,2,1,1,1,2,1,1,0,0,298,5,2
8681,1,0,10,205,0,2,5,7,0,1,2,1,1,2,1,1,0,1,1944,5,1
8682,2,0,5,266,0,2,1,5,7,2,1,2,1,2,1,3,0,0,246,5,4
8683,1,0,10,307,0,1,1,5,7,2,2,2,2,2,1,1,0,0,495,2,3
8684,1,0,6,307,307,3,1,5,0,2,2,1,1,1,1,2,0,0,347,2,2
8685,1,0,60,195,0,1,1,6,0,1,1,3,3,2,1,1,0,0,284,3,1
8686,1,0,12,39,307,2,1,7,0,2,3,1,1,1,1,1,0,0,597,14,3
8687,2,0,12,266,0,2,1,2,7,2,1,2,2,2,1,1,0,0,143,1,2
8688,2,0,60,266,0,2,7,0,0,2,1,1,1,1,1,1,0,0,190,1,4
8689,1,0,24,72,75,2,1,2,0,1,2,3,3,3,1,1,0,0,12,5,1
8690,2,0,2,299,0,3,1,2,7,1,1,1,1,2,1,2,0,0,676,4,3
8691,1,0,3,307,307,1,2,7,0,2,2,2,1,2,1,1,0,0,14,5,3
8692,1,0,2,307,307,2,1,4,7,2,1,1,1,2,1,1,0,0,315,5,2
8693,2,0,14,265,0,2,1,2,4,2,2,2,1,1,1,1,200,0,4014,1,4
8694,2,0,2,264,264,3,6,7,0,2,3,2,1,2,1,2,0,0,90,4,1
8695,2,0,36,265,0,2,1,7,0,3,2,1,1,1,1,2,50,0,425,4,2
8696,2,0,16,266,0,2,4,6,7,3,2,2,2,2,1,1,0,0,136,2,4
8697,2,0,4,266,0,1,2,3,0,2,2,2,2,2,1,1,0,0,414,4,1
8698,1,0,48,307,0,2,2,7,0,1,2,1,1,1,1,1,0,0,568,2,4
8699,1,0,3,307,0,2,1,5,7,2,1,1,1,3,1,1,100,0,69,1,4
8700,1,0,1,307,0,1,1,0,0,2,1,2,2,2,1,1,0,0,348,1,1
8701,1,0,10,307,0,2,2,7,0,2,1,1,1,1,1,1,50,0,138,2,3
8702,2,0,3,299,265,2,1,2,5,2,2,2,1,2,1,1,0,0,207,0,4
8703,2,0,2,266,0,1,1,0,0,2,1,2,2,2,2,1,0,0,237,4,1
8704,2,0,2,266,0,3,1,4,7,1,1,2,1,2,1,6,0,0,141,3,2
8705,2,0,2,265,0,1,7,0,0,2,2,2,2,2,1,1,0,0,29,1,2
8706,1,0,24,307,0,3,1,2,7,2,1,1,1,1,1,2,0,0,231,18,4
8707,2,0,2,266,0,3,1,2,7,2,1,2,2,2,1,5,0,0,314,5,3
8708,1,0,9,178,169,2,1,5,7,1,3,1,1,2,1,1,300,0,518,3,2
8709,1,0,6,307,0,1,6,0,0,2,1,3,3,3,1,1,0,0,208,0,4
8710,1,0,2,179,195,1,1,2,0,1,2,2,2,2,1,1,450,0,249,2,1
8711,2,0,1,266,266,3,1,2,7,2,1,2,2,2,1,6,100,0,142,3,4
8712,1,0,5,307,0,2,1,7,0,2,2,1,3,3,1,1,0,0,259,5,1
8713,1,0,3,307,0,2,1,2,0,1,2,1,1,1,1,1,0,1,383,5,3
8714,1,0,15,195,195,2,1,0,0,1,1,1,1,2,1,1,0,0,57,0,2
8715,2,0,3,266,0,1,1,7,0,1,1,1,1,1,1,1,0,0,28,2,2
8716,2,0,4,266,0,2,7,0,0,2,1,2,1,2,1,1,0,0,818,4,1
8717,1,0,77,109,0,1,3,0,0,2,2,1,1,2,1,1,0,0,567,4,2
8718,1,0,10,179,179,1,3,5,0,2,3,3,3,3,1,1,300,0,101,5,2
8719,1,0,2,307,0,3,1,2,7,2,1,2,1,2,1,3,0,0,56,3,4
8720,1,0,2,307,0,2,1,0,0,2,2,1,1,2,1,1,0,0,101,0,1
8721,2,0,3,265,0,2,6,0,0,2,2,2,2,2,1,1,0,0,221,2,2
8722,1,0,4,103,0,3,1,2,0,3,2,1,1,3,1,2,3000,0,503,5,3
8723,2,0,4,266,266,2,6,7,0,1,1,2,2,2,1,1,0,0,109,3,1
8724,2,0,2,266,0,1,1,6,7,1,1,3,3,3,1,1,0,0,154,2,1
8725,2,0,2,265,266,1,1,7,0,2,2,2,1,2,1,1,50,0,589,5,0
8726,2,0,8,266,266,2,7,0,0,2,1,2,2,2,1,2,0,0,195,2,4
8727,2,0,5,266,264,1,1,7,0,2,1,2,2,1,1,1,0,0,113,5,1
8728,2,0,2,266,0,1,1,7,0,2,2,2,1,2,1,1,0,0,62,5,4
8729,2,0,10,266,252,1,1,7,0,2,1,2,2,2,1,1,100,0,534,2,3
8730,2,0,3,266,0,1,3,0,0,1,1,2,1,2,2,1,0,0,144,2,0
8731,1,0,3,141,307,2,2,0,0,2,1,3,3,2,1,1,0,0,125,2,3
8732,2,0,15,243,243,3,1,6,7,2,2,1,1,1,1,2,0,0,166,4,3
8733,1,0,3,307,0,2,2,0,0,2,1,2,2,2,1,1,0,0,140,3,4
8734,2,0,5,266,0,3,1,2,7,1,1,3,3,3,1,3,0,0,325,1,4
8735,1,0,1,103,152,2,1,2,0,2,2,2,1,2,1,1,0,0,50,4,3
8736,1,0,4,307,0,1,5,0,0,2,1,1,1,2,1,1,150,0,239,13,2
8737,1,0,86,205,0,1,1,6,0,2,3,1,1,2,1,1,0,0,16,2,2
8738,2,0,24,285,265,2,1,2,6,2,2,3,3,2,1,1,0,0,340,2,3
8739,2,0,0,241,0,3,1,3,7,1,2,2,3,3,1,3,0,0,192,1,2
8740,1,0,2,307,307,1,2,0,0,2,2,1,1,2,1,1,0,0,12,1,2
8741,2,0,1,265,0,2,3,7,0,2,2,2,2,2,1,1,0,0,117,1,1
8742,1,0,92,205,179,1,2,6,7,2,3,1,1,3,1,2,200,0,617,3,2
8743,1,0,1,307,0,2,1,2,0,2,1,3,3,3,1,1,0,0,76,2,3
8744,2,0,3,285,0,1,7,0,0,1,2,2,2,2,1,1,0,0,172,0,0
8745,1,0,9,218,307,1,3,5,0,2,1,1,1,2,1,1,0,0,269,3,2
8746,1,0,2,307,307,2,2,0,0,2,2,1,1,2,1,1,0,0,12,1,3
8747,1,0,3,307,0,2,1,2,0,2,2,1,1,2,1,1,0,0,229,2,1
8748,1,0,2,307,0,1,2,7,0,2,1,1,1,2,1,1,0,0,218,3,2
8749,2,0,1,266,0,3,6,7,0,1,1,2,2,2,1,2,0,0,98,3,3
8750,1,0,1,70,307,2,2,5,0,2,1,2,2,2,1,1,0,0,1052,8,1
8751,1,0,60,205,0,2,2,5,7,2,2,1,1,2,1,1,300,0,304,2,1
8752,2,0,3,266,0,2,3,4,7,1,1,2,2,2,1,1,0,0,878,6,3
8753,2,0,3,265,0,1,2,7,0,1,2,2,1,2,1,1,0,0,339,5,1
8754,1,0,84,103,0,1,1,2,0,4,1,1,1,2,1,1,0,0,1458,1,3
8755,2,0,4,266,0,1,1,0,0,1,1,2,2,2,1,3,0,0,421,0,4
8756,1,0,12,307,0,2,1,7,0,2,1,2,2,2,1,1,20,0,142,1,4
8757,1,0,2,307,307,3,1,2,0,2,1,2,2,2,1,3,0,0,178,5,4
8758,1,0,12,307,0,2,2,3,0,2,2,1,1,1,1,1,0,0,217,2,4
8759,1,0,2,307,0,3,1,2,0,2,1,2,1,2,1,3,0,0,268,5,2
8760,1,0,12,307,0,3,2,0,0,2,2,3,3,3,1,4,0,0,2150,7,4
8761,1,0,2,307,0,2,2,0,0,2,1,2,2,2,1,2,0,0,89,4,4
8762,2,0,5,266,0,1,1,2,0,2,1,1,1,1,1,1,100,0,59,1,4
8763,2,0,1,266,0,3,1,2,6,2,1,2,2,3,1,5,0,0,536,5,0
8764,1,0,2,307,307,2,1,2,0,2,2,1,1,2,1,1,0,0,12,3,1
8765,1,0,3,307,0,2,2,0,0,2,1,1,1,2,1,1,0,0,54,4,3
8766,1,0,4,307,0,2,1,2,6,2,2,2,2,2,1,6,0,0,141,5,4
8767,2,0,1,265,265,3,1,0,0,1,2,2,2,2,1,2,0,0,31,4,2
8768,1,0,0,307,0,2,2,7,0,2,1,1,1,1,1,1,0,0,389,9,2
8769,1,0,4,307,0,2,2,0,0,3,2,3,3,2,1,1,0,0,117,1,4
8770,1,0,2,307,0,2,2,0,0,2,1,1,1,2,1,2,0,0,196,5,3
8771,2,0,4,265,0,2,4,0,0,2,2,2,1,2,1,1,0,0,247,3,3
8772,2,0,48,266,292,2,2,6,7,1,1,1,1,1,1,2,30,0,1600,6,4
8773,1,0,1,307,0,2,1,2,0,2,1,3,3,2,1,1,0,0,117,3,3
8774,1,0,4,307,307,1,4,0,0,1,1,1,1,3,1,1,0,0,184,2,4
8775,1,0,2,307,0,1,2,4,0,2,1,1,1,2,1,1,100,0,29,3,3
8776,1,0,1,307,0,2,1,2,0,2,1,2,1,2,1,1,0,0,278,5,3
8777,1,0,3,307,0,2,1,2,4,3,2,2,2,1,1,4,0,0,52,4,3
8778,2,0,9,266,0,3,1,5,7,2,1,1,1,1,1,2,0,0,775,5,4
8779,2,0,36,266,0,1,1,2,7,2,1,1,1,2,1,1,0,0,341,4,2
8780,2,0,3,266,0,1,1,6,7,1,2,2,2,2,1,3,0,0,16,3,2
8781,2,0,2,264,0,2,1,0,0,3,3,2,1,3,1,1,0,0,518,4,1
8782,2,0,1,265,266,3,1,4,7,2,2,2,2,2,1,4,0,0,1416,10,2
8783,2,0,2,249,295,1,6,7,0,2,1,2,2,2,2,1,0,0,743,2,3
8784,1,0,4,307,0,3,1,5,7,2,2,1,1,2,1,5,0,0,103,4,4
8785,1,0,1,307,0,2,4,0,0,2,1,2,2,2,1,2,0,1,477,1,1
8786,1,0,5,307,0,1,4,5,0,2,1,1,1,1,1,1,0,0,313,10,2
8787,2,0,2,264,265,3,1,2,6,1,2,2,1,2,1,2,0,1,262,5,1
8788,2,0,42,285,292,1,5,0,0,2,2,1,3,2,1,1,0,0,72,1,4
8789,2,0,5,299,0,1,1,2,6,2,1,1,1,2,1,1,0,0,1289,6,3
8790,1,0,11,189,0,2,1,2,0,3,1,1,1,1,1,1,400,0,1625,7,3
8791,2,0,12,265,0,3,1,5,7,2,2,1,1,1,1,2,0,0,307,4,4
8792,2,0,4,265,0,2,3,7,0,2,2,2,2,2,1,1,150,0,233,3,1
8793,1,0,42,18,307,1,2,0,0,2,2,2,2,1,2,1,0,0,165,1,4
8794,2,0,7,266,0,1,1,0,0,2,1,1,1,2,1,1,0,0,209,1,4
8795,1,0,84,205,0,1,2,7,0,2,2,3,3,3,1,1,0,0,171,3,2
8796,1,0,36,307,0,1,1,0,0,3,1,1,1,1,1,2,0,0,510,3,3
8797,1,0,65,44,0,2,2,3,7,3,1,1,1,2,1,2,0,0,49,3,2
8798,2,0,4,250,0,1,1,0,0,2,3,1,1,1,1,4,0,0,689,1,4
8799,2,0,6,243,0,1,2,6,7,2,1,2,1,1,1,1,0,0,448,0,4
8800,1,0,18,307,0,2,7,0,0,2,2,1,1,1,1,1,0,0,879,4,2
8801,2,0,12,266,0,1,6,0,0,2,1,1,1,1,1,1,0,0,124,1,4
8802,1,0,12,307,0,2,2,3,7,1,1,3,3,3,1,1,0,0,522,5,2
8803,1,0,5,307,0,2,1,0,0,2,1,1,2,1,1,1,0,1,203,1,3
8804,1,0,3,307,307,2,2,7,0,2,1,3,1,3,1,1,200,0,78,2,4
8805,1,0,2,307,0,2,3,0,0,2,2,2,2,2,1,1,0,0,434,21,2
8806,2,0,40,266,0,2,1,6,7,2,1,1,1,1,1,1,0,0,1247,5,4
8807,1,0,48,195,0,1,6,7,0,1,2,1,1,1,1,1,200,1,419,9,2
8808,2,0,12,266,0,2,1,2,0,1,1,1,1,1,1,1,0,0,673,8,2
8809,2,0,1,299,266,3,3,5,0,2,1,2,2,2,1,2,0,0,854,7,1
8810,1,0,3,307,307,2,7,0,0,2,1,2,2,2,1,1,0,0,382,3,3
8811,1,0,84,152,0,1,2,5,0,1,1,1,1,2,1,1,0,0,391,1,3
8812,2,0,2,266,0,2,2,7,0,2,1,2,2,2,1,1,0,1,115,5,1
8813,1,0,9,173,307,1,2,5,7,2,1,1,1,2,1,1,0,0,56,2,4
8814,2,0,0,266,0,2,1,0,0,1,1,2,2,2,1,1,0,2,302,4,2
8815,1,0,2,307,0,2,1,2,5,2,1,2,1,2,1,2,0,0,397,5,2
8816,1,0,14,307,0,1,1,0,0,2,1,1,1,2,1,1,0,0,160,3,4
8817,1,0,36,60,0,2,1,3,7,1,2,1,1,1,1,1,400,0,992,9,2
8818,1,0,1,307,0,2,1,2,4,2,1,1,1,1,1,1,0,0,361,3,4
8819,2,0,1,303,0,2,1,2,7,1,2,2,2,2,1,1,0,1,171,3,0
8820,2,0,12,265,0,1,7,0,0,1,1,1,1,1,1,1,0,0,430,5,1
8821,1,0,2,307,0,3,1,2,0,2,1,1,1,2,1,12,0,0,162,6,3
8822,1,0,1,307,0,1,7,0,0,2,3,2,2,2,1,1,0,0,40,1,1
8823,1,0,1,307,0,2,1,2,0,3,1,2,2,2,1,1,0,0,344,2,2
8824,1,0,3,307,0,2,2,0,0,2,1,1,1,2,1,1,0,0,35,1,4
8825,2,0,7,288,299,2,2,7,0,1,2,3,3,2,1,1,0,0,1173,4,2
8826,2,0,2,265,299,3,3,5,0,2,2,2,2,2,1,3,0,0,1321,15,1
8827,2,0,2,265,0,2,5,0,0,2,2,2,2,2,1,1,0,0,189,3,2
8828,1,0,18,307,0,2,5,7,0,1,1,1,1,1,1,1,100,0,121,3,4
8829,2,0,10,266,292,2,6,7,0,2,1,1,1,1,1,1,200,0,3809,2,3
8830,1,0,2,307,0,1,2,7,0,2,2,2,2,2,1,1,0,0,118,3,4
8831,1,0,3,307,307,1,1,6,7,2,2,1,1,2,1,1,0,0,443,2,2
8832,2,0,3,266,0,2,2,3,7,2,1,2,1,2,1,1,0,0,314,6,4
8833,2,0,1,265,266,1,3,7,0,2,2,2,2,2,1,1,50,0,905,10,2
8834,1,0,24,205,0,2,1,2,7,1,3,1,1,2,1,1,1000,0,7,2,0
8835,1,0,3,76,307,2,1,4,0,2,1,2,1,2,1,1,0,0,285,3,2
8836,1,0,6,26,307,1,1,2,7,2,2,1,1,2,1,1,0,0,516,4,2
8837,2,0,2,265,0,1,1,0,0,2,2,2,1,2,1,1,0,0,122,2,2
8838,2,0,5,266,0,3,1,7,0,1,1,1,1,1,1,2,0,0,26,0,4
8839,2,0,2,266,0,2,2,6,7,1,1,2,2,2,1,1,0,0,50,1,3
8840,2,0,1,266,0,2,1,2,6,2,1,3,3,3,1,2,0,0,308,3,1
8841,2,0,12,266,0,2,1,4,7,2,1,2,2,2,1,1,0,0,241,1,3
8842,2,0,10,266,0,2,2,5,0,2,1,2,2,2,1,1,0,0,17,2,4
8843,1,0,2,307,0,1,2,0,0,2,2,2,2,2,2,1,0,0,598,2,3
8844,1,0,18,109,0,1,3,0,0,3,1,1,1,2,1,1,200,0,521,3,0
8845,2,0,36,299,0,1,3,4,0,2,2,3,3,1,1,1,0,0,342,4,4
8846,1,0,36,307,0,1,5,0,0,2,2,1,1,2,1,1,0,0,242,4,4
8847,2,0,6,292,265,2,2,5,7,1,2,1,1,2,1,1,0,0,765,2,1
8848,2,0,21,254,0,2,1,4,7,2,1,1,1,1,1,1,0,2,174,2,4
8849,1,0,3,307,0,2,1,0,0,2,2,1,1,2,1,1,0,0,70,1,4
8850,1,0,1,307,0,1,2,5,7,2,2,2,1,2,1,5,0,2,550,23,4
8851,2,0,1,266,266,1,1,7,0,2,1,2,2,2,1,1,50,0,16,1,2
8852,2,0,36,205,0,1,2,5,7,2,3,3,3,2,1,1,0,0,2745,2,1
8853,1,0,8,307,0,2,1,0,0,2,1,1,1,1,1,1,0,0,459,8,2
8854,1,0,1,307,0,3,2,5,0,2,1,1,1,1,1,2,0,0,157,1,2
8855,1,0,2,307,0,2,1,2,0,1,2,1,1,2,1,1,0,0,517,4,3
8856,2,0,2,265,0,2,1,6,7,2,2,2,2,2,1,2,0,0,118,2,1
8857,1,0,0,307,0,3,1,2,3,2,2,2,3,2,1,6,0,0,99,1,3
8858,1,0,4,307,0,2,5,7,0,2,2,1,1,1,1,1,0,0,1077,7,4
8859,1,0,24,307,0,1,2,6,7,3,3,1,1,2,1,1,0,0,258,2,0
8860,1,0,96,179,0,1,2,0,0,1,2,1,1,2,1,1,0,0,83,5,2
8861,1,0,2,307,307,2,1,2,0,2,1,2,2,2,1,1,0,0,373,1,2
8862,2,0,18,266,0,3,7,0,0,2,1,2,2,2,1,5,0,0,223,1,0
8863,1,0,1,307,307,2,1,2,0,2,2,2,2,2,1,1,0,0,12,1,3
8864,2,0,4,266,0,2,1,2,6,2,1,2,1,2,1,1,0,0,12,2,0
8865,1,0,4,307,0,1,1,2,5,2,2,2,1,2,2,1,0,0,393,5,2
8866,1,0,2,307,307,2,2,7,0,2,2,2,2,2,1,1,0,0,12,5,2
8867,2,0,12,265,0,2,1,2,7,2,2,3,3,2,1,2,0,0,714,8,2
8868,1,0,2,307,307,2,2,0,0,2,2,1,1,2,1,1,0,0,12,1,2
8869,2,0,2,266,0,3,5,6,7,2,1,2,2,2,1,5,0,0,188,5,4
8870,1,0,3,307,0,2,3,5,7,2,2,3,3,2,1,1,0,0,155,1,3
8871,1,0,5,218,0,2,2,7,0,2,3,1,1,2,1,2,0,0,65,3,2
8872,1,0,2,307,0,2,2,0,0,2,1,1,1,2,1,1,0,0,105,1,4
8873,2,0,2,266,0,1,6,7,0,2,1,2,1,2,1,1,0,0,158,1,2
8874,1,0,4,307,0,2,2,3,0,1,1,1,1,3,1,1,0,0,184,4,4
8875,2,0,5,266,0,2,6,7,0,1,1,3,1,1,1,6,0,0,341,3,1
8876,1,0,2,307,307,2,1,2,7,2,1,2,1,2,1,1,100,1,114,8,4
8877,1,0,2,307,0,2,1,2,0,2,2,2,2,2,1,3,0,0,37,3,4
8878,1,0,2,307,307,1,1,2,0,2,1,2,2,2,1,1,0,0,187,2,2
8879,1,0,8,189,0,2,1,0,0,3,3,1,1,2,1,1,1000,0,123,2,1
8880,1,0,1,307,0,2,1,0,0,1,1,2,2,2,1,1,0,0,109,1,2
8881,2,0,9,266,0,1,3,7,0,2,1,1,3,2,1,3,0,0,41,2,2
8882,1,0,60,195,0,1,6,0,0,2,1,2,1,2,1,1,0,0,22,1,1
8883,1,0,60,205,0,1,2,7,0,2,2,1,1,2,2,1,0,0,403,1,1
8884,2,0,4,266,0,3,1,2,5,1,3,3,3,3,1,3,50,0,150,3,2
8885,1,0,1,307,0,1,1,2,0,2,1,2,2,2,1,2,0,0,72,4,4
8886,1,0,2,307,0,2,1,2,5,1,2,1,1,2,1,2,0,0,299,15,2
8887,2,0,8,266,0,2,1,6,0,2,1,2,2,1,1,1,0,0,1888,5,4
8888,1,0,8,307,0,1,1,0,0,2,2,1,1,1,1,1,0,0,884,3,4
8889,1,0,24,307,0,2,2,0,0,2,1,1,1,1,1,1,300,0,488,3,4
8890,1,0,3,307,0,1,2,3,0,2,2,2,1,2,1,1,0,1,59,1,2
8891,1,0,3,307,0,1,2,0,0,2,2,2,3,3,1,1,100,0,62,1,4
8892,1,0,30,213,0,2,3,4,7,2,2,1,1,1,1,1,0,0,13,4,4
8893,2,0,5,264,0,1,3,7,0,2,3,2,1,2,1,1,40,0,292,6,2
8894,1,0,1,307,0,2,2,5,0,2,1,1,1,2,1,5,0,0,1782,10,2
8895,1,0,2,307,307,2,1,0,0,2,2,1,1,1,1,2,0,0,336,5,1
8896,2,0,2,265,299,3,1,5,7,2,2,2,1,2,1,3,0,0,1208,5,2
8897,2,0,48,289,266,2,6,0,0,2,1,1,1,1,1,1,0,0,184,6,1
8898,1,0,9,109,307,2,2,0,0,3,2,1,1,1,1,1,0,0,184,2,2
8899,2,0,3,243,0,2,2,3,4,2,2,2,1,2,1,2,0,0,212,0,4
8900,1,0,1,307,307,1,1,2,5,2,2,1,1,2,1,1,0,0,302,2,1
8901,2,0,4,266,0,1,1,7,0,2,1,1,1,2,1,1,0,0,588,4,3
8902,1,0,1,141,307,2,5,0,0,3,1,3,3,2,1,1,0,0,113,2,3
8903,2,0,12,303,276,2,1,2,4,2,1,2,2,2,1,1,0,0,157,1,2
8904,1,0,48,103,0,2,1,3,0,3,2,2,2,2,1,1,0,0,286,3,1
8905,1,0,36,109,0,2,3,0,0,3,2,1,1,1,1,1,0,0,137,0,4
8906,2,0,7,299,0,1,1,0,0,2,2,3,3,2,2,1,0,0,113,7,3
8907,1,0,8,307,0,2,5,0,0,2,2,1,1,1,1,1,150,1,106,2,2
8908,2,0,1,265,0,1,3,5,0,2,2,2,1,2,1,1,50,0,648,5,1
8909,2,0,2,266,0,3,7,0,0,1,1,2,2,2,1,3,0,0,146,5,4
8910,2,0,48,243,0,1,2,5,0,1,1,1,1,1,1,1,0,0,190,2,4
8911,2,0,10,266,0,2,1,7,0,2,1,1,1,1,1,1,100,0,370,1,4
8912,2,0,12,251,243,1,6,7,0,1,1,3,3,3,2,1,0,0,30,1,3
8913,2,0,12,264,0,1,4,7,0,3,2,1,1,2,1,1,100,0,394,1,4
8914,2,0,2,266,266,3,1,2,7,1,1,2,1,2,1,2,0,0,155,5,3
8915,2,0,6,266,0,1,1,6,0,2,1,1,1,1,2,1,0,0,603,8,2
8916,1,0,60,307,0,2,1,2,0,2,1,1,1,1,1,1,0,0,313,6,4
8917,1,0,2,307,0,1,1,5,7,2,2,2,2,2,1,4,0,0,578,7,4
8918,1,0,60,152,0,1,2,0,0,1,1,3,1,2,1,1,0,0,97,1,1
8919,2,0,5,285,0,2,1,6,7,2,1,2,2,2,1,1,0,0,256,1,4
8920,2,0,7,265,0,2,6,0,0,1,2,1,1,1,1,1,0,0,156,2,3
8921,1,0,0,128,0,3,7,0,0,2,1,2,2,2,1,4,0,0,329,3,1
8922,2,0,3,266,0,2,1,2,3,2,1,1,1,2,1,1,0,0,906,17,2
8923,2,0,2,265,0,3,4,7,0,1,1,2,2,2,1,3,0,0,103,6,1
8924,1,0,11,307,0,1,2,7,0,2,1,1,3,2,1,1,0,0,290,2,4
8925,2,0,36,266,0,1,1,6,7,2,2,3,3,3,1,1,0,0,202,2,4
8926,1,0,1,307,0,1,1,0,0,2,1,1,1,2,1,2,0,0,125,4,2
8927,2,0,7,266,0,2,6,0,0,1,1,1,1,3,1,1,0,0,34,1,4
8928,1,0,1,307,307,2,2,3,0,1,1,3,3,3,1,1,0,0,137,8,3
8929,1,0,17,189,0,2,2,0,0,3,1,2,2,2,1,1,200,0,152,2,4
8930,1,0,1,307,0,2,2,0,0,2,2,2,2,2,1,1,0,0,30,3,1
8931,1,0,1,307,0,3,1,2,7,3,1,1,1,2,1,4,0,0,1521,5,4
8932,1,0,84,109,0,2,4,0,0,3,3,3,3,2,1,1,0,0,241,4,1
8933,2,0,2,266,0,3,3,6,0,1,1,2,1,2,1,2,0,1,119,5,3
8934,2,0,3,266,266,1,4,0,0,2,1,2,1,2,1,1,0,0,105,1,4
8935,1,0,6,307,0,2,2,7,0,2,2,2,1,2,1,1,0,0,336,5,4
8936,1,0,13,307,0,2,1,2,0,2,1,3,3,1,1,1,0,0,301,5,4
8937,1,0,3,307,0,2,2,6,7,2,1,1,1,2,1,2,0,0,588,2,2
8938,1,0,0,307,0,2,1,2,0,2,2,3,3,3,1,5,0,0,149,9,2
8939,2,0,1,266,0,1,1,7,0,1,1,2,2,2,1,1,0,0,156,4,1
8940,1,0,60,307,0,1,1,7,0,3,2,3,3,3,1,2,0,0,101,2,4
8941,2,0,11,266,0,2,1,0,0,2,1,1,1,1,1,1,0,0,247,3,2
8942,2,0,3,266,0,1,1,7,0,2,1,2,1,2,1,1,0,0,60,1,4
8943,1,0,1,307,0,2,2,0,0,2,2,2,2,2,1,1,20,0,122,1,2
8944,1,0,108,189,0,2,1,0,0,3,2,3,3,3,2,1,0,0,355,1,4
8945,1,0,1,307,0,2,5,0,0,1,2,2,2,2,1,1,0,0,42,5,1
8946,2,0,3,265,0,2,6,7,0,2,2,1,1,2,1,1,0,0,148,4,2
8947,2,0,3,266,0,2,1,7,0,2,1,1,2,1,1,1,0,1,1264,1,4
8948,2,0,3,292,247,2,4,5,7,1,1,2,2,2,1,1,50,0,20,1,2
8949,1,0,26,152,0,2,2,0,0,1,2,1,1,2,1,1,100,0,228,2,4
8950,2,0,6,266,0,2,2,6,0,2,1,3,3,2,1,1,0,0,24,1,1
8951,1,0,36,307,0,1,1,7,0,2,1,1,1,2,2,1,0,0,150,1,4
8952,2,0,2,266,0,2,1,6,0,2,1,2,2,2,1,2,0,0,574,0,4
8953,1,0,2,307,0,1,5,0,0,2,2,1,1,3,1,1,0,0,207,5,1
8954,2,0,8,266,288,2,5,7,0,1,2,2,2,2,1,2,0,0,171,2,2
8955,2,0,5,299,0,2,2,0,0,2,1,2,2,1,1,1,0,0,324,5,3
8956,1,0,2,307,0,1,1,2,0,2,2,2,2,2,1,1,0,0,155,3,2
8957,2,0,1,265,0,2,3,0,0,2,2,2,2,2,1,1,0,0,476,3,2
8958,1,0,1,307,307,1,2,0,0,2,1,1,1,2,1,1,0,0,413,7,3
8959,2,0,2,266,0,3,3,7,0,1,1,2,2,2,1,2,0,0,241,2,1
8960,1,0,12,307,0,2,1,2,0,1,1,2,2,2,1,1,0,0,311,3,1
8961,2,0,12,292,0,2,2,3,7,2,1,2,2,2,1,1,0,0,377,4,2
8962,1,0,78,205,0,1,3,7,0,1,1,1,1,1,1,1,0,0,547,2,0
8963,2,0,9,299,0,2,2,0,0,2,1,1,1,1,1,1,0,0,177,1,1
8964,1,0,36,141,0,2,4,0,0,2,1,2,1,1,1,1,0,0,192,1,4
8965,1,0,2,307,0,2,1,2,7,2,1,2,1,2,1,1,0,0,586,4,2
8966,1,0,4,307,0,1,1,7,0,1,1,1,1,2,1,1,200,0,1717,1,4
8967,2,0,2,266,0,2,2,0,0,1,1,2,2,2,1,1,0,0,145,3,1
8968,2,0,2,306,0,2,1,7,0,2,1,1,1,2,1,1,0,5,459,17,2
8969,2,0,12,265,299,1,1,2,6,2,2,3,3,3,2,1,0,0,823,3,2
8970,1,0,6,307,0,1,2,0,0,2,1,3,3,2,1,1,0,0,187,3,3
8971,1,0,36,109,109,2,3,0,0,3,3,2,1,2,2,1,0,0,1005,5,3
8972,1,0,0,307,0,2,1,2,7,1,1,3,3,3,2,1,0,0,651,1,2
8973,2,0,2,266,0,1,1,7,0,2,1,2,1,2,1,1,0,0,307,3,1
8974,1,0,8,189,0,2,1,7,0,2,1,1,1,1,1,1,500,0,921,1,3
